------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:40:40 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,79.7067,76.2681,87.1126,0,0,0,0
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:41:08 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

251,16,272951,44,1,77.755,70.4549,1.35276e-006,0.000366777,91.1696,-3.35985,3.50614e-011
252,1,0,44,1,80.3425,76.7579,90.3918,0,0,0,0
252,16,253183,44,1,84.5918,81.1896,1.22913e-006,0.000401188,87.1849,2.91386,2.78694e-011
253,1,0,44,1,80.701,77.8653,88.8571,0,0,0,0
253,16,278694,44,1,87.6805,90.5118,3.91124e-007,0.000361972,85.3119,8.38777,3.1044e-011
254,1,0,44,1,79.3337,74.694,89.4368,0,0,0,0
254,16,268553,44,1,76.0254,63.691,1.10788e-006,0.000376418,92.183,-7.27903,2.76288e-011
255,1,0,44,1,79.0741,78.3356,89.9004,0,0,0,0
255,4,254968,44,1,73.9556,94,4.01961,0.000385365,93.5304,10.7288,3.35375e-011
256,1,0,44,1,80.6993,77.6361,86.9769,0,0,0,0
256,16,306775,44,1,87.6024,88.321,9.89652e-007,0.000321994,85.2583,7.25934,4.07727e-011
257,1,0,44,1,79.8864,76.3742,87.2172,0,0,0,0
257,16,298662,44,1,80.8183,77.8962,9.0148e-007,0.000328885,89.3419,1.04185,2.27992e-011
258,1,0,44,1,80.5487,76.7654,87.4724,0,0,0,0
258,16,295936,44,1,86.3148,81.1277,6.68885e-008,0.000333599,86.0562,2.96423,2.42791e-011
259,1,0,44,1,79.5754,77.0836,89.7019,0,0,0,0
259,16,262957,44,1,78.0701,83.9212,5.01374e-007,0.00038386,90.9794,4.52944,3.94398e-012
260,1,0,44,1,79.3801,74.8176,87.9935,0,0,0,0
260,16,289312,44,1,76.5459,64.9462,1.27812e-006,0.000343981,91.8986,-6.64922,3.88184e-011
261,1,0,44,1,79.8786,77.5312,90.6315,0,0,0,0
261,16,251413,44,1,80.6102,87.8437,1.71263e-006,0.000406333,89.5003,6.74028,2.99121e-011
262,1,0,44,1,78.2127,76.7329,90.1101,0,0,0,0
262,16,259659,44,1,66.323,81.005,9.91623e-007,0.000392415,97.7901,2.79493,4.63087e-011
263,1,0,44,1,78.9216,75.0657,90.9324,0,0,0,0
263,16,247584,44,1,72.3358,66.6984,1.40171e-006,0.000413939,94.2852,-5.44205,3.53277e-011
264,1,0,44,1,80.9324,76.7786,88.4499,0,0,0,0
264,16,282003,44,1,89.5618,81.2929,1.58088e-006,0.000354286,84.1875,3.02346,2.26072e-011
265,1,0,44,1,78.9653,75.2134,86.2583,0,0,0,0
265,16,316389,44,1,73.2831,68.4142,4.14116e-008,0.000308643,93.9019,-4.67763,1.21111e-011
266,1,0,44,1,78.0092,76.0757,86.016,0,0,0,0
266,16,322811,44,1,65.3925,75.4406,1.7311e-006,0.000303046,98.6635,-0.433613,2.8981e-011
267,1,0,44,1,79.5173,76.7912,89.9338,0,0,0,0
267,16,259178,44,1,77.5645,81.4528,1.2182e-006,0.000389912,91.2732,3.08352,3.93009e-011
268,1,0,44,1,78.1416,75.982,88.4879,0,0,0,0
268,16,282864,44,1,66.0074,74.6291,9.27426e-007,0.000354355,98.0975,-0.900121,2.17508e-011
269,1,0,44,1,80.1021,77.0988,89.3888,0,0,0,0
269,16,267400,44,1,82.5558,84.0203,1.37133e-006,0.000376373,88.3457,4.60035,1.15089e-011
270,1,0,44,1,80.3585,76.1793,89.3209,0,0,0,0
270,16,267571,44,1,84.7243,76.2809,1.93016e-007,0.000375253,87.0718,0.0697113,2.14068e-011
271,1,0,44,1,79.0212,77.6302,86.8087,0,0,0,0
271,16,309086,44,1,73.666,88.2432,6.30524e-007,0.000318758,93.652,7.23538,1.42015e-011
272,1,0,44,1,79.0561,77.5116,89.1158,0,0,0,0
272,16,273077,44,1,73.6976,87.5148,1.06061e-006,0.000368938,93.5572,6.6424,2.96092e-011
273,1,0,44,1,78.8273,75.9716,86.1425,0,0,0,0
273,16,317380,44,1,72.1795,74.6053,1.6247e-006,0.000306796,94.5722,-0.940872,1.66617e-011
274,1,0,44,1,80.0546,74.7793,87.9613,0,0,0,0
274,16,289802,44,1,82.2123,64.632,4.29912e-007,0.000343297,88.5174,-6.8374,2.97989e-011
275,1,0,44,1,80.2849,77.0107,88.6405,0,0,0,0
275,16,278278,44,1,84.1178,83.236,3.285e-007,0.000359001,87.4055,4.17312,3.69207e-012
276,1,0,44,1,78.4549,76.0901,88.2822,0,0,0,0
276,16,284614,44,1,68.7322,75.5452,1.47963e-006,0.000350512,96.5148,-0.363825,2.67701e-011
277,1,0,44,1,78.3566,76.116,88.478,0,0,0,0
277,16,282082,44,1,67.8531,75.7579,5.78367e-007,0.000354642,97.0186,-0.237792,3.21267e-011
278,1,0,44,1,78.4033,77.3567,89.346,0,0,0,0
278,16,271114,44,1,68.0655,86.2716,6.83145e-007,0.000373524,96.8398,5.87895,2.37601e-011
279,1,0,44,1,79.3814,77.5451,88.7779,0,0,0,0
279,16,277717,44,1,76.4869,87.7631,2.5818e-007,0.000361324,91.921,6.81912,2.15258e-011
280,1,0,44,1,79.523,76.2797,90.1914,0,0,0,0
280,16,255246,44,1,77.6002,77.1317,6.70571e-007,0.000396528,91.2501,0.564009,1.65096e-011
281,1,0,44,1,80.5418,78.0924,89.8162,0,0,0,0
281,16,265588,44,1,86.3527,92.6081,2.52787e-007,0.000384062,86.1342,9.51093,1.82057e-011
282,1,0,44,1,80.3547,77.3619,89.9914,0,0,0,0
282,16,259983,44,1,84.7084,86.3208,5.6965e-007,0.000390295,87.1027,5.89879,4.71247e-011
283,1,0,44,1,77.8451,76.7675,89.5876,0,0,0,0
283,16,268730,44,1,63.1839,81.2979,5.86554e-008,0.000378628,99.6369,2.96659,2.27927e-011
284,1,0,44,1,79.9544,78.1136,88.7096,0,0,0,0
284,16,280995,44,1,81.3469,92.5967,2.78896e-007,0.000358569,89.0445,9.6303,1.56287e-011
285,1,0,44,1,80.1252,74.8966,87.9889,0,0,0,0
285,16,289026,44,1,82.8011,65.6172,1.1313e-006,0.000344063,88.1673,-6.25426,2.9619e-011
286,1,0,44,1,77.8328,77.5503,89.5978,0,0,0,0
286,4,254808,44,1,64,87.3221,5.87751,0.0003776,99.7533,6.83561,1.63613e-011
287,1,0,44,1,79.7976,75.6607,87.8159,0,0,0,0
287,16,289684,44,1,80.0551,72.0013,8.28479e-007,0.000341333,89.8045,-2.47952,1.93591e-011
288,1,0,44,1,80.8956,77.3231,86.3943,0,0,0,0
288,16,315751,44,1,89.1964,85.6791,1.03999e-006,0.00031063,84.2685,5.72004,1.33103e-011
289,1,0,44,1,79.5143,78.3198,88.0957,0,0,0,0
289,16,291561,44,1,77.6549,94.2597,1.83159e-006,0.000344258,91.2366,10.6522,2.34265e-011
290,1,0,44,1,80.812,77.2341,86.1625,0,0,0,0
290,16,319033,44,1,88.4841,84.9125,1.03291e-006,0.000306371,84.6833,5.27775,1.99504e-011
291,1,0,44,1,81.0798,76.1323,90.7942,0,0,0,0
291,16,249010,44,1,90.953,75.8543,3.23714e-007,0.000410687,83.5374,-0.178952,2.5589e-011
292,1,0,44,1,78.5996,77.7671,90.1714,0,0,0,0
292,16,260288,44,1,69.5976,89.8777,8.69516e-007,0.000392968,95.904,7.90157,3.31856e-011
293,1,0,44,1,80.5371,77.1473,87.1936,0,0,0,0
293,16,301181,44,1,86.2254,84.2678,9.12512e-007,0.000327373,86.096,4.84621,1.77069e-011
294,1,0,44,1,78.2453,77.6294,88.0417,0,0,0,0
294,16,292090,44,1,66.9171,88.451,1.52362e-006,0.000343267,97.6038,7.22102,4.05873e-011
295,1,0,44,1,78.2727,77.9007,89.4165,0,0,0,0
295,16,272658,44,1,66.8605,90.9691,1.40134e-006,0.000373705,97.5392,8.56275,2.28527e-011
296,1,0,44,1,78.0586,76.1475,90.9356,0,0,0,0
296,16,248792,44,1,64.817,76.0011,1.64874e-006,0.00041317,98.5856,-0.0934303,4.69863e-011
297,1,0,44,1,80.2292,76.7676,90.9138,0,0,0,0
297,16,246135,44,1,83.6143,81.2925,9.34288e-008,0.000414679,87.7664,2.9586,4.77457e-011
298,1,0,44,1,79.2978,76.7834,87.9913,0,0,0,0
298,16,287430,44,1,75.8762,81.2951,1.1389e-006,0.000344948,92.2955,3.05122,4.95042e-011
299,1,0,44,1,79.2765,76.655,89.3535,0,0,0,0
299,16,267303,44,1,75.5704,80.2819,2.57064e-007,0.000375927,92.4492,2.41485,3.28577e-011
300,1,0,44,1,80.3204,77.3391,87.868,0,0,0,0
300,16,290843,44,1,84.4306,85.9254,1.31182e-006,0.000341462,87.1938,5.79684,2.15134e-011
301,1,0,44,1,79.7385,75.7489,87.5957,0,0,0,0
301,16,292992,44,1,79.5742,72.7417,1.05877e-006,0.000336647,90.091,-2.04309,1.07267e-011
302,1,0,44,1,80.2017,74.9307,90.277,0,0,0,0
302,16,256017,44,1,83.4178,65.6258,3.83472e-007,0.000397416,87.8609,-6.10577,9.98265e-012
303,1,0,44,1,79.2425,76.2227,90.9818,0,0,0,0
303,16,244963,44,1,75.133,76.6447,1.80306e-006,0.000416666,92.6681,0.277531,6.56535e-011
304,1,0,44,1,79.6517,76.3663,89.2163,0,0,0,0
304,16,268777,44,1,78.7528,77.8542,6.3535e-007,0.000372899,90.5803,0.994854,1.383e-011
305,1,0,44,1,80.9548,77.442,87.8661,0,0,0,0
305,16,292691,44,1,89.761,86.8196,1.45645e-006,0.000340544,84.0289,6.30002,1.81833e-011
306,1,0,44,1,79.8222,76.1106,88.8834,0,0,0,0
306,16,273384,44,1,80.2085,75.7138,2.23002e-007,0.000365374,89.7211,-0.263967,4.24963e-011
307,1,0,44,1,78.758,76.1529,90.5169,0,0,0,0
307,16,252042,44,1,70.9916,76.0534,1.88182e-006,0.000403989,95.0759,-0.0635435,3.12857e-011
308,1,0,44,1,80.0572,76.5176,86.2176,0,0,0,0
308,16,315087,44,1,82.2632,79.0479,1.43633e-007,0.000308688,88.4524,1.75076,1.07694e-011
309,1,0,44,1,78.2678,76.5847,90.0544,0,0,0,0
309,16,260058,44,1,66.8169,79.7378,3.85215e-007,0.000391257,97.51,2.0666,4.81174e-011
310,1,0,44,1,80.5382,77.4907,86.9545,0,0,0,0
310,16,306188,44,1,86.2543,87.1047,1.83892e-006,0.000321951,86.066,6.54729,3.02019e-011
311,1,0,44,1,81.3685,76.1089,88.4459,0,0,0,0
311,16,283189,44,1,93.2735,75.6913,7.45277e-008,0.000353623,82.0138,-0.277055,2.79514e-011
312,1,0,44,1,80.0568,75.0972,90.071,0,0,0,0
312,16,258162,44,1,82.1707,67.0904,1.40482e-006,0.000392762,88.5837,-5.27332,3.60665e-011
313,1,0,44,1,80.3875,77.2989,88.1078,0,0,0,0
313,16,287143,44,1,84.9901,85.6107,1.0793e-006,0.000346687,86.8698,5.59543,2.58432e-011
314,1,0,44,1,80.1925,76.0857,88.893,0,0,0,0
314,16,273480,44,1,83.327,75.5035,1.2816e-006,0.000365442,87.8805,-0.387852,3.69011e-011
315,1,0,44,1,80.3592,74.7518,90.5517,0,0,0,0
315,16,253129,44,1,84.7888,64.0158,4.89874e-007,0.000403802,87.0716,-7.00976,2.07708e-011
316,1,0,44,1,80.8341,77.3242,86.7991,0,0,0,0
316,16,308913,44,1,88.7039,85.7281,1.12133e-006,0.000318729,84.5895,5.72785,1.78148e-011
317,1,0,44,1,80.4635,77.7136,88.3037,0,0,0,0
317,16,285799,44,1,85.6501,89.1247,1.77439e-006,0.000350164,86.4845,7.63884,1.87669e-011
318,1,0,44,1,80.7986,76.3615,89.5841,0,0,0,0
318,16,264796,44,1,88.464,77.816,1.49856e-006,0.000380942,84.8987,0.964723,1.8772e-011
319,1,0,44,1,79.0921,75.1507,86.3226,0,0,0,0
319,16,315200,44,1,74.3222,67.8976,1.34707e-006,0.000309958,93.2709,-4.98799,1.54686e-011
320,1,0,44,1,79.8957,75.626,87.03,0,0,0,0
320,16,301980,44,1,80.9047,71.7564,1.44108e-006,0.000324878,89.2875,-2.64628,3.96844e-011
321,1,0,44,1,80.4593,76.5661,90.752,0,0,0,0
321,16,248389,44,1,85.5991,79.5712,6.43866e-007,0.000410371,86.6146,1.96822,1.7105e-011
322,1,0,44,1,80.9696,77.6031,88.5013,0,0,0,0
322,16,283663,44,1,89.9352,88.2559,2.4552e-007,0.000354124,83.9674,7.09419,1.87057e-011
323,1,0,44,1,80.4277,77.5863,86.24,0,0,0,0
323,16,318098,44,1,85.3422,87.8008,6.60902e-007,0.000307707,86.584,7.01599,1.51254e-011
324,1,0,44,1,78.5285,77.2435,89.7268,0,0,0,0
324,16,264975,44,1,69.0858,85.3347,1.78581e-007,0.00038302,96.2232,5.3223,1.63219e-011
325,1,0,44,1,79.5986,76.5635,88.3441,0,0,0,0
325,16,281662,44,1,78.3615,79.4859,1.81357e-006,0.000352889,90.8139,1.97128,1.03138e-011
326,1,0,44,1,79.7033,75.7704,86.121,0,0,0,0
326,16,316674,44,1,79.3697,72.9788,1.46435e-006,0.000306789,90.2093,-1.93039,1.56819e-011
327,1,0,44,1,79.0901,78.0185,90.8727,0,0,0,0
327,16,250681,44,1,73.7575,92.1389,5.87088e-007,0.000410788,93.4695,9.15024,2.43517e-011
328,1,0,44,1,79.0961,76.5537,89.587,0,0,0,0
328,16,264198,44,1,74.0137,79.442,6.66323e-007,0.00038136,93.3554,1.91704,2.00349e-011
329,1,0,44,1,79.8862,75.5227,90.4813,0,0,0,0
329,16,251695,44,1,80.6909,70.6792,1.77729e-007,0.000403687,89.4519,-3.18012,3.57949e-011
330,1,0,44,1,78.407,76.249,87.6851,0,0,0,0
330,16,294004,44,1,68.4205,76.8692,1.86203e-006,0.000337372,96.7373,0.42019,1.34878e-011
331,1,0,44,1,79.2342,74.8362,87.6655,0,0,0,0
331,16,294484,44,1,75.3496,65.1342,7.11414e-007,0.000336893,92.6191,-6.55799,1.64231e-011
332,1,0,44,1,78.0438,77.4546,88.9331,0,0,0,0
332,16,278964,44,1,65.0071,87.1065,8.14812e-007,0.00036291,98.6479,6.36419,2.92375e-011
333,1,0,44,1,77.9287,75.4954,87.0358,0,0,0,0
333,16,307157,44,1,64.4514,70.6085,1.37841e-006,0.000322558,99.1358,-3.2995,2.5722e-011
334,1,0,44,1,79.0848,76.9429,89.9116,0,0,0,0
334,16,260216,44,1,73.8779,82.7461,1.25691e-006,0.000388916,93.4251,3.83098,3.30477e-011
335,1,0,44,1,80.3612,77.2966,86.0992,0,0,0,0
335,16,319240,44,1,84.7799,85.4015,1.37305e-006,0.000305476,86.9202,5.58928,2.06085e-011
336,1,0,44,1,79.2483,76.7282,89.2868,0,0,0,0
336,16,268364,44,1,75.3379,80.8936,1.59642e-006,0.000374293,92.5871,2.77446,3.62855e-011
337,1,0,44,1,79.3032,77.0794,89.4898,0,0,0,0
337,16,266112,44,1,75.7751,83.8732,4.70972e-007,0.000378698,92.3269,4.50836,2.49506e-011
338,1,0,44,1,81.0372,77.6159,87.906,0,0,0,0
338,16,293013,44,1,90.477,88.2918,7.46754e-007,0.00034094,83.6074,7.15439,2.25564e-011
339,1,0,44,1,80.364,76.0696,90.4357,0,0,0,0
339,16,252181,44,1,84.777,75.3385,1.10079e-006,0.000402622,87.0791,-0.47843,3.37199e-011
340,1,0,44,1,78.6607,74.7085,88.7581,0,0,0,0
340,16,279845,44,1,70.3221,63.8487,3.64622e-007,0.000359846,95.5605,-7.21376,1.62075e-011
341,1,0,44,1,77.9979,75.5515,90.6435,0,0,0,0
341,16,253493,44,1,64.2975,70.8548,9.04774e-007,0.000405052,98.9083,-3.04209,2.58188e-012
342,1,0,44,1,80.5357,75.3205,88.5872,0,0,0,0
342,16,279476,44,1,86.2448,69.0949,5.29771e-007,0.00035761,86.1462,-4.16743,2.16916e-011
343,1,0,44,1,80.4021,76.9726,89.8168,0,0,0,0
343,16,261477,44,1,85.1026,82.9848,2.24928e-007,0.000386619,86.8676,3.97444,1.66635e-011
344,1,0,44,1,78.2249,75.8155,88.2074,0,0,0,0
344,16,286870,44,1,66.7799,73.2432,1.61368e-006,0.000348222,97.6672,-1.71987,2.00118e-011
345,1,0,44,1,78.6639,77.8619,90.0332,0,0,0,0
345,16,262403,44,1,70.1682,90.6741,1.34142e-006,0.000389428,95.5817,8.37075,4.52525e-011
346,1,0,44,1,80.0747,77.103,88.2401,0,0,0,0
346,16,284161,44,1,82.3556,83.9693,2.13717e-007,0.000350115,88.4394,4.62557,1.12145e-011
347,1,0,44,1,79.9255,76.8065,88.9666,0,0,0,0
347,16,272687,44,1,81.0733,81.5306,1.37043e-006,0.000367012,89.2114,3.16054,5.73089e-011
348,1,0,44,1,80.3975,77.5565,86.8444,0,0,0,0
348,16,307981,44,1,85.093,87.6358,1.22866e-006,0.00031971,86.7587,6.8752,1.8819e-011
349,1,0,44,1,79.7648,75.3286,89.7136,0,0,0,0
349,16,262531,44,1,79.6888,69.0909,1.09976e-006,0.000384346,90.0312,-4.13027,2.30105e-011
350,1,0,44,1,80.5189,75.7394,89.3638,0,0,0,0
350,16,267485,44,1,86.0919,72.5734,1.58967e-006,0.000375943,86.2715,-2.10225,1.62286e-011
351,1,0,44,1,78.6988,77.5283,90.4638,0,0,0,0
351,16,255183,44,1,70.4299,87.8531,3.72015e-007,0.000400993,95.4064,6.73128,2.56255e-011
352,1,0,44,1,79.3392,78.1655,88.9598,0,0,0,0
352,16,277832,44,1,76.0938,93.0905,1.79518e-006,0.000363932,92.1516,9.88471,4.24262e-011
353,1,0,44,1,79.7906,75.0795,86.2928,0,0,0,0
353,16,315247,44,1,80.0768,67.3305,1.54532e-006,0.000309565,89.7804,-5.33774,1.35967e-011
354,1,0,44,1,78.386,75.7897,86.0331,0,0,0,0
354,16,321001,44,1,68.5299,73.1115,2.06547e-007,0.000303934,96.7814,-1.84114,2.71964e-011
355,1,0,44,1,81.1426,76.6129,89.4365,0,0,0,0
355,16,268111,44,1,91.4043,79.9384,1.5253e-006,0.000376698,83.1805,2.19905,2.08398e-011
356,1,0,44,1,78.0023,76.258,86.0328,0,0,0,0
356,16,322672,44,1,65.3287,76.9319,1.11233e-006,0.000303249,98.7004,0.46356,1.80331e-011
357,1,0,44,1,81.0118,75.5631,87.7411,0,0,0,0
357,16,293093,44,1,90.2097,71.166,7.81559e-007,0.000338618,83.7562,-2.96453,4.95244e-012
358,1,0,44,1,78.0889,77.2777,88.3695,0,0,0,0
358,16,286583,44,1,65.5338,85.5335,5.93711e-007,0.000350671,98.3865,5.48972,1.34588e-011
359,1,0,44,1,78.9729,77.5438,89.8697,0,0,0,0
359,16,262675,44,1,72.8928,87.8863,4.6621e-007,0.000386685,94.0027,6.80259,2.20511e-011
360,1,0,44,1,80.4478,77.4257,87.4377,0,0,0,0
360,16,298047,44,1,85.5012,86.6107,1.48867e-006,0.000332094,86.5385,6.2253,1.56355e-011
361,1,0,44,1,80.7698,75.9449,89.1991,0,0,0,0
361,16,270124,44,1,88.2013,74.3077,8.11973e-008,0.000371941,85.0304,-1.08685,2.97477e-011
362,1,0,44,1,78.959,76.8336,88.993,0,0,0,0
362,16,273277,44,1,72.91,81.773,5.02036e-007,0.000367003,94.0226,3.29513,4.44578e-011
363,1,0,44,1,79.9001,76.5386,87.3884,0,0,0,0
363,16,296092,44,1,80.9248,79.2502,8.57506e-007,0.000332412,89.28,1.85025,2.24323e-011
364,1,0,44,1,80.1379,75.4608,87.2561,0,0,0,0
364,16,298882,44,1,82.9057,70.3833,1.2963e-008,0.000329277,88.0884,-3.46046,1.49144e-011
365,1,0,44,1,79.1109,77.9332,88.3348,0,0,0,0
365,16,286264,44,1,74.2317,90.9938,8.57711e-009,0.000350359,93.2671,8.72561,1.40239e-011
366,1,0,44,1,77.9196,77.6867,86.629,0,0,0,0
366,4,304288,44,1,65,88.293,3.80777,0.000313174,99.2194,7.50831,9.62336e-012
367,1,0,44,1,81.1484,75.477,86.6586,0,0,0,0
367,16,311111,44,1,91.31,70.5089,1.56585e-006,0.00031596,83.0214,-3.3874,7.49511e-012
368,1,0,44,1,79.2891,75.0852,90.0927,0,0,0,0
368,16,258137,44,1,75.6035,66.9805,2.55424e-007,0.000393118,92.4158,-5.3331,4.29652e-011
369,1,0,44,1,80.5411,76.7387,88.1592,0,0,0,0
369,16,285303,44,1,86.2582,80.9357,3.14251e-007,0.000348403,86.1213,2.82928,2.99209e-011
370,1,0,44,1,80.7068,77.8197,88.2391,0,0,0,0
370,16,287736,44,1,87.706,90.0253,1.29714e-006,0.000348266,85.2644,8.15732,2.5366e-011
371,1,0,44,1,77.5441,76.231,86.0218,0,0,0,0
371,16,325756,44,1,61.4206,76.7081,8.70776e-007,0.000301904,101.025,0.326339,2.67879e-011
372,1,0,44,1,81.4286,76.7994,89.0799,0,0,0,0
372,16,274593,44,1,93.8436,81.5102,1.25823e-006,0.000367579,81.7384,3.11514,4.28854e-011
373,1,0,44,1,77.8491,75.5104,86.6702,0,0,0,0
373,16,313627,44,1,63.8296,70.7427,2.49988e-007,0.000315001,99.5379,-3.22938,6.62322e-012
374,1,0,44,1,78.037,77.021,90.3664,0,0,0,0
374,16,257422,44,1,64.7074,83.5076,9.62271e-007,0.000397945,98.697,4.21641,3.27683e-012
375,1,0,44,1,79.9029,76.6989,89.9282,0,0,0,0
375,16,258972,44,1,80.8457,80.6679,1.56583e-006,0.000390024,89.3564,2.62702,5.55754e-011
376,1,0,44,1,80.0936,76.9248,88.7808,0,0,0,0
376,16,275788,44,1,82.4991,82.5187,1.36934e-006,0.000362454,88.3661,3.74748,1.37414e-011
377,1,0,44,1,79.9643,78.2362,86.5478,0,0,0,0
377,16,315736,44,1,81.5267,93.268,1.80083e-006,0.000312588,88.9021,10.2417,1.74411e-011
378,1,0,44,1,77.861,77.4183,88.2764,0,0,0,0
378,16,289638,44,1,63.5566,86.7432,7.69057e-007,0.000347782,99.5483,6.1824,1.32763e-011
379,1,0,44,1,79.5938,76.2635,87.578,0,0,0,0
379,16,293109,44,1,78.373,76.9895,1.00045e-006,0.000336334,90.8099,0.495819,7.80107e-012
380,1,0,44,1,80.696,77.2608,87.6718,0,0,0,0
380,16,294373,44,1,87.5679,85.268,9.33085e-007,0.000337043,85.3184,5.40936,1.69231e-011
381,1,0,44,1,80.3134,77.4102,88.291,0,0,0,0
381,16,284626,44,1,84.3711,86.5641,1.14285e-006,0.000350578,87.2433,6.14654,1.48953e-011
382,1,0,44,1,78.6473,76.5917,87.9544,0,0,0,0
382,16,289245,44,1,70.4083,79.7178,1.67852e-006,0.000343467,95.5451,2.10821,3.42544e-011
383,1,0,44,1,80.186,78.1274,90.0236,0,0,0,0
383,16,262329,44,1,83.2879,92.9232,1.11266e-006,0.000389315,87.9297,9.68364,3.75255e-011
384,1,0,44,1,77.9915,77.3116,89.5034,0,0,0,0
384,16,270466,44,1,64.4485,85.9459,1.60361e-006,0.000376288,98.921,5.6565,1.41607e-011
385,1,0,44,1,80.7099,77.8347,88.9807,0,0,0,0
385,16,276734,44,1,87.7523,90.259,1.61029e-007,0.000364884,85.2768,8.23061,5.06923e-011
386,1,0,44,1,79.3676,74.8723,90.4642,0,0,0,0
386,16,253700,44,1,76.236,65.0897,6.30143e-007,0.000401998,92.0416,-6.40314,2.52055e-011
387,1,0,44,1,78.8706,77.7544,89.7814,0,0,0,0
387,16,264937,44,1,72.0043,89.6927,1.0766e-006,0.0003839,94.5253,7.84233,2.09911e-011
388,1,0,44,1,79.023,77.6172,87.3323,0,0,0,0
388,16,300554,44,1,73.6248,88.1876,1.36884e-006,0.000329501,93.6589,7.16243,1.39343e-011
389,1,0,44,1,79.0483,77.0658,89.851,0,0,0,0
389,16,261404,44,1,73.5663,83.7905,1.84001e-006,0.000387194,93.609,4.43898,1.74515e-011
390,1,0,44,1,77.7003,76.5027,88.1871,0,0,0,0
390,16,289890,44,1,62.2412,79.0071,8.30352e-007,0.000346393,100.316,1.6651,1.70317e-011
391,1,0,44,1,79.2389,77.29,86.351,0,0,0,0
391,16,314877,44,1,75.5395,85.3672,8.44146e-007,0.000310441,92.5318,5.55585,1.76602e-011
392,1,0,44,1,79.5919,76.796,89.0697,0,0,0,0
392,16,271304,44,1,78.255,81.4497,1.3459e-007,0.000369263,90.8739,3.10973,3.81363e-011
393,1,0,44,1,78.4173,78.0881,86.3418,0,0,0,0
393,16,321111,44,1,68.6347,92.056,9.5148e-007,0.000307726,96.706,9.49267,1.02353e-011
394,1,0,44,1,80.5748,77.129,89.1359,0,0,0,0
394,16,271769,44,1,86.5644,84.2668,6.11243e-007,0.000369999,85.9845,4.74766,2.84982e-011
395,1,0,44,1,78.9526,75.1596,89.4104,0,0,0,0
395,16,268041,44,1,72.7901,67.6693,8.05681e-007,0.000376322,94.0793,-4.96172,1.71218e-011
396,1,0,44,1,79.253,76.5565,90.7362,0,0,0,0
396,16,248394,44,1,75.2369,79.4969,1.46841e-006,0.000410115,92.614,1.92719,2.64337e-011
397,1,0,44,1,79.4311,75.4071,88.237,0,0,0,0
397,16,283891,44,1,76.9656,69.8686,9.84583e-007,0.000350213,91.6443,-3.73083,2.13102e-011
398,1,0,44,1,79.3989,76.2546,88.0592,0,0,0,0
398,16,285843,44,1,76.7162,76.9176,1.79464e-007,0.000346675,91.7944,0.450185,3.17274e-011
399,1,0,44,1,79.9567,74.7719,87.8596,0,0,0,0
399,16,291292,44,1,81.3932,64.5833,2.41886e-007,0.000341171,89.0047,-6.87421,2.6794e-011
400,1,0,44,1,81.3297,77.2993,90.8987,0,0,0,0
400,16,250026,44,1,93.1796,85.9198,1.0467e-006,0.000411686,82.2713,5.57555,4.05054e-011
401,1,0,44,1,80.4604,78.2501,89.4756,0,0,0,0
401,16,271129,44,1,85.6645,93.9277,6.9316e-007,0.00037549,86.5209,10.3001,2.10867e-011
402,1,0,44,1,79.1185,77.3531,90.5807,0,0,0,0
402,16,252124,44,1,74.0721,86.3246,1.86152e-007,0.000404974,93.2936,5.86448,2.54404e-011
403,1,0,44,1,79.534,75.3881,89.2319,0,0,0,0
403,16,269295,44,1,77.7571,69.6345,1.8159e-006,0.000372865,91.1664,-3.83123,2.19404e-011
404,1,0,44,1,81.0134,75.3694,90.4235,0,0,0,0
404,16,254547,44,1,90.3859,69.3341,1.15523e-006,0.000400804,83.8348,-3.94163,1.75571e-011
405,1,0,44,1,80.9979,77.4458,89.6612,0,0,0,0
405,16,266274,44,1,90.2163,87.0414,1.10659e-006,0.000381243,83.8821,6.31056,5.98828e-012
406,1,0,44,1,78.6838,76.2499,87.908,0,0,0,0
406,16,289615,44,1,70.7262,76.8786,1.74121e-006,0.000342616,95.3591,0.425873,2.47867e-011
407,1,0,44,1,81.1249,76.6749,90.8628,0,0,0,0
407,16,248557,44,1,91.3495,80.5092,1.71466e-006,0.000412125,83.3154,2.49433,3.56045e-011
408,1,0,44,1,79.3552,74.6447,88.991,0,0,0,0
408,16,275148,44,1,76.2441,63.3307,1.45831e-006,0.000365897,92.0622,-7.5217,5.0887e-011
409,1,0,44,1,81.4899,76.6948,88.8694,0,0,0,0
