------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:40:40 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,79.7067,76.2681,87.1126,0,0,0,0
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:41:08 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

409,16,277838,44,1,94.36,80.6248,4.91605e-008,0.000362641,81.4201,2.60398,3.2305e-011
410,1,0,44,1,80.3318,75.6311,90.3791,0,0,0,0
410,16,253318,44,1,84.5111,71.6034,8.6183e-007,0.000400857,87.2305,-2.64529,1.66122e-011
411,1,0,44,1,80.7147,76.0872,89.3639,0,0,0,0
411,16,267560,44,1,87.7389,75.5028,6.71721e-007,0.000375985,85.3097,-0.386087,3.70561e-011
412,1,0,44,1,80.4821,75.4246,89.0213,0,0,0,0
412,16,272791,44,1,85.7885,69.9424,1.26122e-006,0.000367706,86.4341,-3.6536,4.45448e-011
413,1,0,44,1,78.0528,75.5014,90.8474,0,0,0,0
413,16,250583,44,1,64.7474,70.4129,7.93231e-007,0.000410421,98.6352,-3.29017,2.13736e-011
414,1,0,44,1,79.7547,76.6867,88.1908,0,0,0,0
414,16,283990,44,1,79.678,80.4994,6.87097e-007,0.000349515,90.0313,2.57561,2.61711e-011
415,1,0,44,1,78.1265,75.7648,90.2103,0,0,0,0
415,16,258483,44,1,65.5515,72.7305,7.27956e-008,0.00039473,98.2257,-1.97938,2.08979e-011
416,1,0,44,1,79.2125,76.1543,87.2558,0,0,0,0
416,16,298392,44,1,75.2405,76.0898,1.02456e-006,0.000329537,92.6909,-0.0421803,2.70184e-011
417,1,0,44,1,78.7381,78.2275,89.2151,0,0,0,0
417,16,275656,44,1,70.8926,93.7194,1.22207e-006,0.000368931,95.2038,10.1883,2.2841e-011
418,1,0,44,1,79.8507,77.3371,86.3874,0,0,0,0
418,16,314003,44,1,80.5719,85.7543,4.64811e-007,0.00031129,89.4803,5.79089,1.91832e-011
419,1,0,44,1,78.6863,77.776,87.3201,0,0,0,0
419,16,302389,44,1,70.7766,89.5418,9.92379e-007,0.000328473,95.3636,7.94504,1.8702e-011
420,1,0,44,1,80.2646,77.7757,87.4043,0,0,0,0
420,16,299668,44,1,83.9858,89.5171,1.21312e-006,0.000330873,87.4429,7.94734,1.67177e-011
421,1,0,44,1,78.5131,75.3697,90.0641,0,0,0,0
421,16,259641,44,1,68.9196,69.3766,2.3508e-007,0.000391678,96.2989,-3.92952,4.44621e-011
422,1,0,44,1,78.5031,76.7929,90.5676,0,0,0,0
422,16,252557,44,1,68.7547,81.5327,2.43458e-007,0.000404474,96.3626,3.09338,2.89535e-011
423,1,0,44,1,79.2872,77.9903,88.9858,0,0,0,0
423,16,276591,44,1,75.6567,91.576,1.45467e-006,0.000365014,92.4085,9.00925,4.1567e-011
424,1,0,44,1,78.0158,76.2198,89.6447,0,0,0,0
424,16,266640,44,1,64.6918,76.6275,1.0585e-006,0.000380733,98.7651,0.268911,6.30246e-012
425,1,0,44,1,80.9899,75.7825,89.8151,0,0,0,0
425,16,262222,44,1,90.1214,72.903,1.31772e-006,0.000386123,83.9494,-1.89554,1.09004e-011
426,1,0,44,1,78.4337,75.8282,90.1728,0,0,0,0
426,16,257776,44,1,68.2377,73.2852,4.54367e-008,0.000394593,96.684,-1.66523,2.67052e-011
427,1,0,44,1,79.7863,77.0076,88.4281,0,0,0,0
427,16,281030,44,1,79.9299,83.1882,7.42727e-007,0.00035446,89.8827,4.15769,1.17885e-011
428,1,0,44,1,80.7134,76.2443,89.2237,0,0,0,0
428,16,269627,44,1,87.7219,76.8262,8.1876e-007,0.000372573,85.3123,0.389066,2.83551e-011
429,1,0,44,1,80.0518,78.1537,88.3612,0,0,0,0
429,16,286496,44,1,82.1879,92.8735,1.40816e-006,0.000350615,88.5393,9.82263,1.10623e-011
430,1,0,44,1,78.4547,76.9499,86.8026,0,0,0,0
430,16,308697,44,1,68.9532,82.6323,2.07345e-007,0.000318853,96.4783,3.87318,1.40403e-011
431,1,0,44,1,79.0499,74.9026,87.0926,0,0,0,0
431,16,303587,44,1,73.8725,65.7586,7.54701e-007,0.00032492,93.5194,-6.22088,2.09239e-011
432,1,0,44,1,78.8235,74.8079,87.4988,0,0,0,0
432,16,298117,44,1,71.907,64.891,1.27182e-006,0.000332858,94.6817,-6.70036,1.56555e-011
433,1,0,44,1,79.4163,78.331,86.795,0,0,0,0
433,16,312495,44,1,76.939,94.1326,6.46179e-007,0.000317087,91.6797,10.7204,1.58836e-011
434,1,0,44,1,79.6927,74.7393,87.6219,0,0,0,0
434,16,295186,44,1,79.1913,64.3323,1.13061e-006,0.000335925,90.3202,-7.0407,1.00273e-011
435,1,0,44,1,78.5171,74.7651,88.7018,0,0,0,0
435,16,280922,44,1,69.1003,64.3283,4.79482e-007,0.000358447,96.2807,-6.93122,1.21754e-011
436,1,0,44,1,79.6527,76.551,89.5528,0,0,0,0
436,16,264153,44,1,78.7396,79.413,1.46594e-006,0.000380823,90.5875,1.9037,1.44356e-011
437,1,0,44,1,78.1515,77.5493,88.7989,0,0,0,0
437,16,280813,44,1,65.9528,87.8924,1.14846e-006,0.000359935,98.1104,6.83548,2.14894e-011
438,1,0,44,1,79.9515,74.8096,89.059,0,0,0,0
438,16,273246,44,1,81.3066,64.7476,1.85073e-006,0.000368033,89.0737,-6.69528,4.41678e-011
439,1,0,44,1,79.2304,77.5052,90.4472,0,0,0,0
439,16,254195,44,1,75.047,87.6135,1.43048e-006,0.00040141,92.7321,6.61454,3.18171e-011
440,1,0,44,1,80.4795,77.2603,87.7878,0,0,0,0
440,16,292105,44,1,85.7604,85.2653,6.48573e-007,0.000339736,86.3991,5.40786,1.47281e-011
441,1,0,44,1,80.1366,77.051,90.7333,0,0,0,0
441,16,248951,44,1,82.824,83.7161,9.4087e-007,0.000409656,88.2187,4.36237,5.2531e-012
442,1,0,44,1,78.2484,75.9331,89.7545,0,0,0,0
442,16,264132,44,1,66.7002,74.1885,1.6468e-006,0.000383993,97.5993,-1.14552,2.1523e-011
443,1,0,44,1,80.2993,76.1789,88.4587,0,0,0,0
443,16,280030,44,1,84.2327,76.2861,1.15422e-006,0.000355439,87.3325,0.0740233,1.95059e-011
444,1,0,44,1,79.5684,76.2491,90.3541,0,0,0,0
444,16,253030,44,1,77.9756,76.8713,3.65241e-007,0.000400623,91.0305,0.411681,1.10686e-011
445,1,0,44,1,78.7712,74.975,90.7116,0,0,0,0
445,16,251168,44,1,71.0356,65.9148,8.39305e-007,0.000407747,95.0454,-5.89827,5.51871e-012
446,1,0,44,1,80.6975,75.2722,90.1966,0,0,0,0
446,16,256971,44,1,87.651,68.5476,1.29713e-006,0.000395559,85.4009,-4.4131,4.02935e-011
447,1,0,44,1,78.8075,76.9663,88.1682,0,0,0,0
447,16,286110,44,1,71.7293,82.8397,1.55295e-006,0.000348071,94.753,3.95029,1.62216e-011
448,1,0,44,1,78.5611,76.8034,88.1543,0,0,0,0
448,16,286746,44,1,69.6454,81.489,1.4776e-006,0.000347564,95.9851,3.14756,2.92442e-011
449,1,0,44,1,78.7244,77.2203,86.9717,0,0,0,0
449,16,305763,44,1,71.1804,84.8702,9.27071e-007,0.000322333,95.137,5.20902,3.1318e-011
450,1,0,44,1,78.5564,76.314,86.9258,0,0,0,0
450,16,305508,44,1,69.7997,77.4011,1.2601e-006,0.000321841,95.9641,0.743102,2.38517e-011
451,1,0,44,1,80.3241,77.453,87.7972,0,0,0,0
451,16,292328,44,1,84.4669,86.8737,1.14124e-006,0.000339749,87.1694,6.36049,1.56626e-011
452,1,0,44,1,79.8887,75.2797,89.531,0,0,0,0
452,16,265132,44,1,80.7499,68.694,1.44378e-006,0.000379982,89.4077,-4.36895,3.95736e-011
453,1,0,44,1,79.0719,75.7224,86.092,0,0,0,0
453,16,317884,44,1,74.1998,72.5824,4.81508e-007,0.000305947,93.3505,-2.16848,1.99733e-011
454,1,0,44,1,79.6039,76.4733,87.0869,0,0,0,0
454,16,300929,44,1,78.4908,78.7079,7.64595e-008,0.00032604,90.7408,1.53074,1.88745e-011
455,1,0,44,1,81.0829,77.4012,88.0455,0,0,0,0
455,16,290235,44,1,90.8518,86.5032,5.14244e-007,0.000344261,83.398,6.09617,2.85731e-011
456,1,0,44,1,77.7752,77.1363,86.5579,0,0,0,0
456,16,316682,44,1,63.2178,84.2094,4.75862e-007,0.000312276,99.9102,4.78945,1.01933e-011
457,1,0,44,1,79.8417,77.936,90.3184,0,0,0,0
457,16,257141,44,1,80.3088,91.292,1.89297e-008,0.000397384,89.6726,8.73324,2.21024e-011
458,1,0,44,1,79.7641,74.5244,89.6273,0,0,0,0
458,16,266281,44,1,79.6912,62.2056,8.05605e-007,0.000380692,90.0291,-8.12662,1.63995e-011
459,1,0,44,1,79.519,76.0557,87.2735,0,0,0,0
459,16,297784,44,1,77.7753,75.2806,8.37043e-007,0.000330061,91.1698,-0.527355,2.00044e-011
460,1,0,44,1,80.1578,75.0403,89.779,0,0,0,0
460,16,262484,44,1,83.0425,66.626,1.51155e-006,0.000385387,88.0679,-5.55739,1.09938e-011
461,1,0,44,1,80.6393,75.664,89.0021,0,0,0,0
461,16,273003,44,1,87.1062,71.952,1.7151e-006,0.000367294,85.6603,-2.47328,4.96249e-011
462,1,0,44,1,78.618,75.4145,88.1569,0,0,0,0
462,16,286771,44,1,70.1126,69.9068,1.72838e-006,0.00034757,95.7109,-3.69707,2.60688e-011
463,1,0,44,1,79.1908,75.6652,86.4613,0,0,0,0
463,16,311658,44,1,75.1322,72.0971,9.05654e-007,0.000313203,92.7759,-2.45419,1.83805e-011
464,1,0,44,1,79.2553,74.5715,87.3746,0,0,0,0
464,16,300101,44,1,75.5456,62.9471,5.86294e-007,0.000330288,92.5091,-7.8707,2.19827e-011
465,1,0,44,1,79.455,77.2619,86.6665,0,0,0,0
465,16,309418,44,1,77.2886,85.1713,6.16736e-007,0.000316765,91.4685,5.42398,8.29122e-012
466,1,0,44,1,79.4605,77.1167,88.246,0,0,0,0
466,16,284179,44,1,77.2109,84.0879,3.55472e-007,0.000350171,91.4981,4.69554,1.19229e-011
467,1,0,44,1,79.6949,75.8129,89.7422,0,0,0,0
467,16,261471,44,1,79.0907,73.1874,7.15425e-007,0.000385411,90.3817,-1.73921,9.7374e-012
468,1,0,44,1,78.5048,76.5709,87.878,0,0,0,0
468,16,290872,44,1,69.2132,79.5454,1.42168e-006,0.000341589,96.2566,2.00541,2.32797e-011
469,1,0,44,1,78.5576,75.62,89.1042,0,0,0,0
469,16,272635,44,1,69.4608,71.568,9.16462e-007,0.000368993,96.04,-2.68948,3.19287e-011
470,1,0,44,1,79.263,75.6631,89.2644,0,0,0,0
470,16,268630,44,1,75.4646,71.9447,7.64002e-007,0.000373762,92.5135,-2.47465,2.7606e-011
471,1,0,44,1,77.9183,76.794,87.4513,0,0,0,0
471,16,300439,44,1,64.2904,81.4018,7.53411e-007,0.000331151,99.191,3.09818,1.71215e-011
472,1,0,44,1,79.34,74.6099,90.304,0,0,0,0
472,16,256801,44,1,76.0055,62.8366,6.32028e-007,0.000397353,92.1791,-7.70586,2.77049e-011
473,1,0,44,1,77.9019,77.424,89.6303,0,0,0,0
473,16,269460,44,1,63.6133,86.9423,5.17503e-007,0.000378832,99.3912,6.21372,1.12332e-011
474,1,0,44,1,80.5661,77.4673,88.8352,0,0,0,0
474,16,277177,44,1,86.5102,87.1191,1.78378e-007,0.000362476,86.0009,6.42866,2.44904e-011
475,1,0,44,1,79.8839,75.9589,86.0291,0,0,0,0
475,16,317895,44,1,80.8498,74.5144,2.84234e-007,0.000305233,89.3084,-0.999236,3.36912e-011
476,1,0,44,1,80.2098,76.4601,86.0421,0,0,0,0
476,16,318182,44,1,83.5179,78.5791,1.80738e-006,0.000305198,87.686,1.46915,2.07529e-011
477,1,0,44,1,80.2959,77.639,89.3753,0,0,0,0
477,16,269476,44,1,84.2182,88.6154,1.30789e-006,0.000374932,87.3683,7.26661,2.18308e-011
478,1,0,44,1,80.4304,78.1346,86.6662,0,0,0,0
478,16,313871,44,1,85.4086,92.4609,1.1769e-006,0.00031485,86.5582,9.74153,6.68053e-012
479,1,0,44,1,78.0786,77.8896,89.121,0,0,0,0
479,4,263310,44,1,66,90.0703,5.17331,0.000366374,98.5095,8.50378,2.65442e-011
480,1,0,44,1,79.6,77.3346,86.1915,0,0,0,0
480,16,317355,44,1,78.5234,85.7103,8.6069e-007,0.000307377,90.7231,5.77619,1.22163e-011
481,1,0,44,1,77.6325,76.4885,89.2081,0,0,0,0
481,16,275050,44,1,61.4044,78.915,2.16567e-007,0.000369177,100.693,1.59214,2.06366e-011
482,1,0,44,1,78.898,76.5666,90.6796,0,0,0,0
482,16,249781,44,1,72.177,79.5888,6.17912e-007,0.000408182,94.3847,1.9781,1.09701e-011
483,1,0,44,1,78.7376,77.9564,90.924,0,0,0,0
483,16,250522,44,1,70.6677,91.6341,8.49354e-007,0.000411734,95.2491,8.84236,3.53491e-011
484,1,0,44,1,79.8116,76.341,88.4236,0,0,0,0
484,16,280241,44,1,80.1415,77.6376,9.57859e-007,0.00035481,89.7573,0.875259,1.69686e-011
485,1,0,44,1,80.3408,76.9561,88.629,0,0,0,0
485,16,278396,44,1,84.5881,82.7776,1.49279e-006,0.000358781,87.1273,3.90304,9.24194e-012
486,1,0,44,1,80.2915,75.156,90.7772,0,0,0,0
486,16,248830,44,1,84.1819,67.499,3.3718e-007,0.000410481,87.4322,-4.99957,2.30159e-011
487,1,0,44,1,78.2382,76.9578,86.3703,0,0,0,0
487,16,316704,44,1,67.2252,82.6738,6.02095e-007,0.000309916,97.5407,3.90755,1.29224e-011
488,1,0,44,1,79.2844,74.6014,89.1458,0,0,0,0
488,16,273131,44,1,75.6276,62.94,1.75756e-006,0.000369362,92.4228,-7.73448,3.76371e-011
489,1,0,44,1,77.9484,76.4863,88.0722,0,0,0,0
489,16,290237,44,1,64.4302,78.859,3.20011e-007,0.000344597,99.0529,1.58593,1.90411e-011
490,1,0,44,1,79.8776,76.7325,90.9164,0,0,0,0
490,16,245787,44,1,80.5902,80.9919,1.12407e-007,0.000415032,89.5148,2.7872,6.38121e-011
491,1,0,44,1,79.794,78.2222,87.4499,0,0,0,0
491,16,300952,44,1,80.0564,93.2996,7.83875e-007,0.000330884,89.8,10.1664,1.81873e-011
492,1,0,44,1,79.9658,75.0029,88.7093,0,0,0,0
492,16,277745,44,1,81.4368,66.4253,3.89835e-007,0.000360347,88.992,-5.73728,9.92154e-012
493,1,0,44,1,78.4262,75.1867,89.0937,0,0,0,0
493,16,274047,44,1,68.3125,67.8949,1.10256e-006,0.000368057,96.7127,-4.82802,4.15104e-011
494,1,0,44,1,80.6694,75.8953,87.5368,0,0,0,0
494,16,294810,44,1,87.3171,73.9457,4.45172e-007,0.000335008,85.4621,-1.32111,1.94702e-011
495,1,0,44,1,78.3333,76.1429,86.0185,0,0,0,0
495,16,321201,44,1,68.1047,75.9938,7.56932e-007,0.000303708,97.0371,-0.100739,3.53995e-011
496,1,0,44,1,81.0832,77.7091,89.0065,0,0,0,0
496,16,276945,44,1,90.9383,89.2202,6.77115e-007,0.000365142,83.4148,7.60691,4.42986e-011
497,1,0,44,1,77.7352,77.1899,88.7578,0,0,0,0
497,16,282424,44,1,62.3449,84.8683,8.74556e-007,0.000358455,100.203,5.05847,1.35236e-011
498,1,0,44,1,79.1374,77.5689,87.8831,0,0,0,0
498,16,291528,44,1,74.5227,87.8521,5.00796e-008,0.000341351,93.1057,6.92835,2.95444e-011
499,1,0,44,1,79.6776,77.4901,87.7359,0,0,0,0
499,16,293027,44,1,79.0593,87.1691,1.62717e-006,0.000338541,90.3989,6.54578,9.34956e-012
500,1,0,44,1,77.8718,77.2634,86.5515,0,0,0,0
500,16,316607,44,1,64.0388,85.2601,2.58363e-007,0.000312224,99.4258,5.41924,1.06084e-011
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:43:14 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,78.1165,77.1607,87.2487,0,0,0,0
1,16,303500,44,1,66.0167,84.4321,7.13611e-007,0.000327013,98.1923,4.90602,1.43163e-011
2,1,0,44,1,77.7852,75.5177,87.643,0,0,0,0
2,16,298276,44,1,63.0707,70.7431,4.15648e-008,0.000334747,99.8901,-3.19364,1.03088e-011
3,1,0,44,1,80.4012,78.0904,87.1031,0,0,0,0
3,16,306336,44,1,85.1519,92.1348,7.05797e-007,0.00032381,86.7311,9.50686,2.03086e-011
4,1,0,44,1,79.6426,77.1499,87.3881,0,0,0,0
4,16,297355,44,1,78.7912,84.2938,3.03645e-007,0.000331724,90.5596,4.86176,8.43866e-012
5,1,0,44,1,80.0334,78.0112,87.5154,0,0,0,0
5,16,298773,44,1,82.0556,91.5115,1.32107e-006,0.000332803,88.6018,9.1129,8.52368e-012
6,1,0,44,1,79.0582,76.9263,88.8834,0,0,0,0
6,16,274835,44,1,73.7607,82.5458,5.05426e-007,0.000364501,93.5261,3.75419,2.64721e-011
7,1,0,44,1,79.5082,77.5,88.4931,0,0,0,0
7,16,281662,44,1,77.5832,87.3448,1.8751e-006,0.00035503,91.2751,6.59639,1.5041e-011
8,1,0,44,1,79.0556,75.1994,89.2488,0,0,0,0
8,16,270004,44,1,73.6944,68.0316,1.03498e-006,0.000372731,93.5544,-4.76079,2.59325e-011
9,1,0,44,1,78.8003,77.4253,88.1857,0,0,0,0
9,16,287195,44,1,71.642,86.7005,7.42632e-007,0.000347747,94.8056,6.22025,1.96194e-011
10,1,0,44,1,80.7322,76.0922,86.1103,0,0,0,0
10,16,317873,44,1,87.7919,75.5917,1.02934e-006,0.000306253,85.1002,-0.343541,3.19375e-011
11,1,0,44,1,79.5727,77.1839,89.7538,0,0,0,0
11,16,262487,44,1,78.0425,84.7805,1.2632e-006,0.000384958,90.9954,5.02638,9.67274e-012
12,1,0,44,1,78.4395,76.169,90.3902,0,0,0,0
12,16,254657,44,1,68.2508,76.1921,4.1701e-007,0.00040017,96.6623,0.0165927,2.77013e-011
13,1,0,44,1,81.1655,75.5054,88.9626,0,0,0,0
13,16,275372,44,1,91.5966,70.5922,5.22868e-007,0.000365367,83.0305,-3.25988,3.59081e-011
14,1,0,44,1,80.5584,78.193,87.2825,0,0,0,0
14,16,304346,44,1,86.477,93.0485,1.07932e-006,0.000327097,85.9439,10.015,1.61229e-011
15,1,0,44,1,80.9366,75.3347,90.859,0,0,0,0
15,16,248571,44,1,89.7454,69.0017,4.04525e-008,0.000412061,84.2308,-4.11775,3.57134e-011
16,1,0,44,1,78.6372,74.9636,88.4569,0,0,0,0
16,16,283420,44,1,70.195,66.0752,1.44652e-006,0.000353575,95.649,-5.93429,1.23469e-011
17,1,0,44,1,79.9641,78.2004,86.4988,0,0,0,0
17,16,316323,44,1,81.5254,92.9544,1.45569e-006,0.000311722,88.9022,10.0624,1.94041e-011
18,1,0,44,1,81.0995,75.4427,88.1255,0,0,0,0
18,16,287694,44,1,90.977,70.134,1.55945e-006,0.000346682,83.3307,-3.55894,2.21053e-011
19,1,0,44,1,78.3695,75.5378,86.3642,0,0,0,0
19,16,315932,44,1,68.3161,71.0274,1.52017e-006,0.000310151,96.889,-3.08689,1.41795e-011
20,1,0,44,1,81.0145,76.536,88.4902,0,0,0,0
20,16,281410,44,1,90.2594,79.2694,5.99178e-007,0.000355153,83.7806,1.83022,1.08609e-011
21,1,0,44,1,77.9318,75.6928,87.3681,0,0,0,0
21,16,301488,44,1,64.4212,72.2354,9.96513e-007,0.00032952,99.1225,-2.32601,7.9906e-012
22,1,0,44,1,79.8179,78.4398,86.4088,0,0,0,0
22,16,319388,44,1,80.3215,94.9658,1.63241e-006,0.000309298,89.6309,11.2549,1.72365e-011
23,1,0,44,1,78.7692,74.9693,87.4025,0,0,0,0
23,16,299174,44,1,71.4754,66.26,5.4301e-007,0.000331067,94.9425,-5.89489,8.33885e-012
24,1,0,44,1,80.6328,75.2011,86.215,0,0,0,0
24,16,317290,44,1,87.0077,68.3157,1.46071e-006,0.00030776,85.5765,-4.73635,2.18756e-011
25,1,0,44,1,78.1232,77.8071,89.5919,0,0,0,0
25,4,261619,44,1,66,89.7435,3.23709,0.000377718,98.296,8.10131,2.02776e-011
26,1,0,44,1,80.9184,77.3734,87.0001,0,0,0,0
26,16,306046,44,1,89.4112,86.1536,5.6746e-007,0.000322616,84.1796,5.96417,3.54419e-011
27,1,0,44,1,78.0381,77.2147,87.4312,0,0,0,0
27,16,301170,44,1,65.2967,84.9125,7.88712e-007,0.000330517,98.603,5.17527,9.1556e-012
28,1,0,44,1,79.8729,74.6325,86.0824,0,0,0,0
28,16,320521,44,1,80.7691,63.6586,1.72134e-006,0.000304788,89.3568,-7.55671,2.98864e-011
29,1,0,44,1,77.8853,77.5971,87.5821,0,0,0,0
29,4,296784,44,1,64.1225,88,1.36938,0.000332644,99.4172,7.06337,1.2985e-011
30,1,0,44,1,79.3827,75.0904,86.0397,0,0,0,0
30,16,319670,44,1,76.7435,67.4397,1.29804e-007,0.000304581,91.8075,-5.28383,2.8052e-011
31,1,0,44,1,78.5966,76.3078,90.2491,0,0,0,0
31,16,256138,44,1,69.638,77.3771,1.34339e-006,0.000396865,95.871,0.702993,1.8326e-011
32,1,0,44,1,79.1224,77.9059,86.08,0,0,0,0
32,16,322218,44,1,74.5912,90.4093,9.51284e-007,0.000304041,93.1151,8.58559,2.36565e-011
33,1,0,44,1,80.4618,76.9708,87.7698,0,0,0,0
33,16,291550,44,1,85.6005,82.8443,8.81152e-007,0.000339776,86.4944,3.97546,9.87146e-012
34,1,0,44,1,79.9801,76.2134,89.7887,0,0,0,0
34,16,260601,44,1,81.5074,76.569,1.70792e-007,0.000386769,88.9678,0.237698,2.52365e-011
35,1,0,44,1,80.7451,75.1192,88.3185,0,0,0,0
35,16,284408,44,1,88.0073,67.426,6.55532e-007,0.00035113,85.0918,-5.15518,2.22827e-011
36,1,0,44,1,79.4235,77.9068,86.5597,0,0,0,0
36,16,313844,44,1,77.0304,90.4992,6.00344e-007,0.000313503,91.6265,8.60504,1.19717e-011
37,1,0,44,1,80.541,77.6206,88.7795,0,0,0,0
37,16,278509,44,1,86.307,88.4119,1.44367e-006,0.000360924,86.1172,7.18544,2.14683e-011
38,1,0,44,1,79.6004,77.5415,88.4371,0,0,0,0
38,16,282588,44,1,78.3643,87.683,1.29098e-006,0.000353722,90.812,6.79885,1.36567e-011
39,1,0,44,1,79.051,75.0415,87.6184,0,0,0,0
39,16,294801,44,1,73.8267,66.8603,4.11736e-007,0.000336097,93.5295,-5.5353,7.3042e-012
40,1,0,44,1,78.5952,75.3017,89.0703,0,0,0,0
40,16,273558,44,1,69.7733,68.8833,3.64554e-007,0.00036798,95.8605,-4.25966,4.3935e-011
41,1,0,44,1,78.2462,75.5224,90.9939,0,0,0,0
41,16,247814,44,1,66.442,70.6005,1.00074e-006,0.000414812,97.6586,-3.18494,6.19684e-011
42,1,0,44,1,78.1333,76.2907,89.3576,0,0,0,0
42,16,270207,44,1,65.7793,77.2286,2.91403e-007,0.000374211,98.161,0.619951,1.60985e-011
43,1,0,44,1,80.7417,77.2464,86.6619,0,0,0,0
43,16,310636,44,1,87.928,85.0666,1.81874e-006,0.000316207,85.0469,5.34523,1.40487e-011
44,1,0,44,1,81.3428,76.3076,86.8504,0,0,0,0
44,16,308162,44,1,92.9285,77.3524,1.13305e-006,0.000319705,82.0773,0.711759,1.64302e-011
45,1,0,44,1,79.1268,77.452,89.2099,0,0,0,0
45,16,271382,44,1,74.293,87.0145,7.43982e-007,0.000371335,93.2041,6.3477,2.85844e-011
46,1,0,44,1,80.4979,76.8099,86.6015,0,0,0,0
46,16,309883,44,1,85.8931,81.4539,3.71431e-007,0.000315775,86.2692,3.18887,1.51536e-011
47,1,0,44,1,81.3513,75.9444,88.3368,0,0,0,0
47,16,284830,44,1,93.1161,74.3144,1.86624e-007,0.000351167,82.0959,-1.08726,1.52107e-011
48,1,0,44,1,81.0372,75.8609,88.2713,0,0,0,0
48,16,284672,44,1,90.4356,73.6278,6.04358e-008,0.000350296,83.6616,-1.496,6.67536e-012
49,1,0,44,1,80.3291,76.1082,86.2246,0,0,0,0
49,16,315105,44,1,84.4908,75.7223,6.1691e-007,0.000308798,87.1021,-0.264595,2.00262e-011
50,1,0,44,1,79.6729,75.0449,87.4869,0,0,0,0
50,16,296172,44,1,79.0345,66.9179,1.71496e-007,0.000333628,90.414,-5.51747,1.0627e-011
51,1,0,44,1,79.0175,76.1321,87.1538,0,0,0,0
51,16,300367,44,1,73.6318,75.907,8.40835e-007,0.000327249,93.6585,-0.151862,2.2937e-011
52,1,0,44,1,78.4206,76.2969,86.0606,0,0,0,0
52,16,320222,44,1,68.8205,77.2512,2.66792e-007,0.000304583,96.6038,0.658729,2.3542e-011
53,1,0,44,1,80.6847,77.6035,89.4481,0,0,0,0
53,16,268984,44,1,87.5309,88.3411,2.25232e-007,0.000376362,85.4321,7.08916,3.07446e-011
54,1,0,44,1,77.8838,77.0655,87.1335,0,0,0,0
54,16,306329,44,1,64.0497,83.6467,9.54e-007,0.000324206,99.3628,4.43468,1.52485e-011
55,1,0,44,1,79.6359,74.6354,88.855,0,0,0,0
55,16,277020,44,1,78.6381,63.2691,9.18323e-007,0.000362806,90.649,-7.57208,2.0491e-011
56,1,0,44,1,78.2223,77.1587,88.8146,0,0,0,0
56,16,279022,44,1,66.6023,84.5557,8.68168e-007,0.000361131,97.7281,4.90412,2.13411e-011
57,1,0,44,1,79.6854,77.0867,86.7459,0,0,0,0
57,16,307476,44,1,79.1858,83.7294,1.35013e-006,0.000318629,90.3217,4.55694,3.81072e-012
58,1,0,44,1,80.3357,75.4922,90.7755,0,0,0,0
58,16,248265,44,1,84.5516,70.3841,2.25244e-007,0.000410838,87.2193,-3.33849,1.72906e-011
59,1,0,44,1,78.2045,77.091,86.5443,0,0,0,0
59,16,314379,44,1,66.8904,83.7953,6.0548e-007,0.00031308,97.7288,4.56842,1.27791e-011
60,1,0,44,1,80.1576,76.847,88.4905,0,0,0,0
60,16,279970,44,1,83.0436,81.8517,5.60742e-009,0.000355937,88.0372,3.36478,2.23975e-011
61,1,0,44,1,81.2357,76.1552,88.9217,0,0,0,0
61,16,275620,44,1,92.1695,76.0747,1.75692e-006,0.000364645,82.6964,-0.0517733,3.82699e-011
62,1,0,44,1,79.5776,74.8369,90.6144,0,0,0,0
62,16,251689,44,1,78.0327,64.7613,7.98237e-008,0.000405775,90.9963,-6.58503,8.4575e-012
63,1,0,44,1,80.6114,75.4705,87.6591,0,0,0,0
63,16,293372,44,1,86.8523,70.4183,1.78529e-006,0.000337368,85.7435,-3.41931,1.57853e-011
64,1,0,44,1,79.4672,75.3777,89.8806,0,0,0,0
64,16,260256,44,1,77.1444,69.493,5.30806e-007,0.00038838,91.5195,-3.88835,3.25921e-011
